100	4.99971
101	3.99971
102	2.99971
103	1.99993
104	1.01853
105	0.264784
106	0.0195921
107	0.000271238
108	5.83212e-07
109	1.83742e-10
100	5.00416
101	4.02399
102	3.07991
103	2.2098
104	1.46177
105	0.877059
106	0.470425
107	0.222894
108	0.0924562
109	0.0333616
100	5.05077
101	4.11918
102	3.2447
103	2.4533
104	1.76966
105	1.21096
106	0.782173
107	0.474889
108	0.270116
109	0.143575
100	5.12836
101	4.23961
102	3.41327
103	2.66716
104	2.01636
105	1.47047
106	1.0318
107	0.695102
108	0.44879
109	0.277322
100	5.22001
101	4.36548
102	3.57382
103	2.8579
104	2.228
105	1.69027
106	1.24591
107	0.891097
108	0.617727
109	0.414692
100	5.31745
101	4.49047
102	3.72513
103	3.03123
104	2.41621
105	1.88435
106	1.43628
107	1.06899
108	0.776321
109	0.549777
100	5.41677
101	4.6124
102	3.86792
103	3.19101
104	2.58733
105	2.06002
106	1.60935
107	1.23286
108	0.925594
109	0.680755
100	5.516
101	4.7306
102	4.00316
103	3.3399
104	2.74528
105	2.22165
106	1.7691
107	1.38549
108	1.06673
109	0.807175
100	5.61416
101	4.84493
102	4.13178
103	3.47983
104	2.89268
105	2.37214
106	1.91817
107	1.52888
108	1.20079
109	0.92909
100	5.71073
101	4.95551
102	4.25458
103	3.61222
104	3.03138
105	2.5135
106	2.05843
107	1.66449
108	1.32865
109	1.04673
