1	0.150866
2	0.075433
3	0.0502887
4	0.0377165
5	0.0301732
6	0.0251443
7	0.0215523
8	0.0188583
9	0.0167629
10	1.04817
11	0.952884
12	0.873477
13	1.24309
14	1.28391
15	1.19831
16	1.12342
17	1.05733
18	0.998594
19	0.946036
20	1.89
21	1.8
22	1.71818
23	1.64348
24	2.16221
25	2.07572
26	1.99588
27	1.92196
28	1.85332
29	1.78941
30	1.72976
31	1.67397
32	1.62165
33	1.57251
34	1.52626
35	1.48265
36	1.44147
37	1.66989
38	1.62594
39	1.65199
40	1.61069
41	1.5714
42	1.53399
43	1.49831
44	1.46426
45	1.43172
46	1.4006
47	1.3708
48	1.34224
49	1.31485
50	1.28855
51	1.39433
52	1.37035
53	1.3445
54	1.46299
55	1.56812
56	1.54012
57	1.5131
58	1.48701
59	1.4618
60	1.43744
61	1.41388
62	1.41275
63	1.39032
64	1.3686
65	1.35668
66	1.33613
67	1.3796
68	1.35931
69	1.33961
70	1.32048
71	1.30188
72	1.2838
73	1.26621
74	1.35645
75	1.58796
76	1.60217
77	1.58136
78	1.56108
79	1.54132
80	1.52206
81	1.50327
82	1.48493
83	1.46704
84	1.62585
85	1.60672
86	1.58804
87	1.56978
88	1.55195
89	1.53451
90	1.51746
91	1.50078
92	1.48447
93	1.50925
94	1.49319
95	1.47748
96	1.46209
97	1.44701
98	1.43225
99	1.41778
100	1.4036
101	1.48902
102	1.47442
103	1.4601
104	1.4788
105	1.46472
106	1.48683
107	1.64195
108	1.62675
109	1.61182
110	1.59717
111	1.58278
112	1.56865
113	1.55477
114	1.54113
115	1.54811
116	1.5646
117	1.6405
118	1.6266
119	1.61293
120	1.59949
121	1.58627
122	1.57327
123	1.5658
124	1.55318
125	1.54075
126	1.52852
127	1.51649
128	1.52061
129	1.50883
130	1.49722
131	1.48579
132	1.47454
133	1.46345
134	1.48294
135	1.50101
136	1.56987
137	1.63069
138	1.61888
139	1.60723
140	1.59775
141	1.58642
142	1.57525
143	1.56987
144	1.55897
145	1.60131
146	1.64587
147	1.63467
148	1.62363
149	1.63391
150	1.62301
151	1.61227
152	1.60166
153	1.59493
154	1.58458
155	1.57435
156	1.60339
157	1.59318
158	1.58309
159	1.57314
160	1.56669
161	1.55696
162	1.54735
163	1.60326
164	1.59349
165	1.61065
166	1.6377
167	1.73481
168	1.72448
169	1.71428
170	1.70419
171	1.73154
172	1.72147
173	1.76597
174	1.75582
175	1.74579
176	1.74664
177	1.73677
178	1.74837
179	1.84667
180	1.83641
181	1.8734
182	1.99747
183	1.98655
184	1.97576
185	1.96508
186	1.95451
187	1.96564
188	1.95518
189	1.94484
190	1.9346
191	1.92448
192	1.91445
193	1.90453
194	1.89472
195	1.885
196	1.87538
197	1.88379
198	1.87428
199	1.89575
200	1.88627
201	1.87689
202	1.86759
203	1.86144
204	1.85232
205	1.84328
206	1.83433
207	1.82547
208	1.8167
209	1.808
210	1.79939
211	1.79412
212	1.78566
213	1.77728
214	1.76897
215	1.76074
216	1.75259
217	1.74452
218	1.73651
219	1.72858
220	1.74948
221	1.81576
222	1.80758
223	1.79947
224	1.79853
225	1.8086
226	1.8006
227	1.8146
228	1.80664
229	1.79875
230	1.79999
231	1.7922
232	1.78448
233	1.77682
234	1.76922
235	1.79892
236	1.84127
237	1.8335
238	1.8258
239	1.81816
240	1.81058
241	1.80307
242	1.79562
243	1.82267
244	1.81933
245	1.81191
246	1.80454
247	1.79724
248	1.78999
249	1.79429
250	1.78711
251	1.77999
252	1.80531
253	1.81093
254	1.80614
255	1.79905
256	1.79203
257	1.78505
258	1.80281
259	1.79585
260	1.79719
261	1.79031
262	1.83411
263	1.87399
264	1.86689
265	1.85985
266	1.8651
267	1.85812
268	1.85118
269	1.8443
270	1.83747
271	1.83069
272	1.82396
273	1.81728
274	1.81065
275	1.80406
276	1.79753
277	1.79104
278	1.78459
279	1.84553
280	1.8484
281	1.89167
282	1.88496
283	1.8783
284	1.87168
285	1.86512
286	1.85859
287	1.8888
288	1.89452
289	1.97069
290	1.97317
291	1.96639
292	1.99372
293	1.99463
294	1.98785
295	1.98111
296	1.97634
297	1.96969
298	1.96308
299	1.95651
300	1.97245
301	1.96938
302	1.96285
303	1.97707
304	1.97243
305	1.96596
306	1.95953
307	1.95579
308	1.98629
309	1.97986
310	1.97347
311	1.96713
312	1.96082
313	1.95456
314	1.94833
315	1.95124
316	1.94506
317	1.93893
318	1.93283
319	1.93703
320	1.93097
321	1.96087
322	1.96676
323	1.96357
324	1.96261
325	1.95657
326	1.95057
327	1.9446
328	1.93867
329	1.93278
330	1.93468
331	1.92883
332	1.92302
333	1.91725
334	1.91151
335	1.93666
336	1.9309
337	1.92517
338	1.91947
339	1.91381
340	1.90867
341	1.90308
342	1.95084
343	1.94515
344	1.9395
345	1.93387
346	1.93742
347	1.93184
348	1.92628
349	1.92076
350	1.91528
351	1.90982
352	1.90439
353	1.90093
354	1.89556
355	1.89022
356	1.88491
357	1.89333
358	1.88805
359	1.88279
360	1.913
361	1.9077
362	1.90243
363	1.9084
364	1.90316
365	1.89795
366	1.89276
367	1.8876
368	1.88247
369	1.87737
